DataSetID|EntitySortOrder|ColumnPosition|AttributeID|AttributeName|AttributeLabel|Description|StorageType|MeasurementScaleDomainID|FormatString|PrecisionDateTime|Enumeration_xml|TextPatternDefinition|Unit|PrecisionNumeric|NumberType|Bounds_xml|MissingValueCode_xml
4001|1|7|side|side|Side|Part of tile counted: top, side or bottom.|char|nominalEnum|||<codeDefinition><code>T</code><definition>Top (upper tile surface)</definition></codeDefinition><codeDefinition><code>S</code><definition>Side (edge of tile)</definition></codeDefinition><codeDefinition><code>B</code><definition>Bottom (lower tile surface)</definition></codeDefinition><codeDefinition><code>A</code><definition>All: Top + Bottom + Side; only used for first survey before counts were recorded per side.</definition></codeDefinition>||||||
4001|1|8|family|family|Family|Identified family of coral recruit or other.|varchar|nominalEnum|||<codeDefinition><code>Acroporidae</code><definition>Acroporidae</definition></codeDefinition><codeDefinition><code>Poritidae</code><definition>Poritidae</definition></codeDefinition><codeDefinition><code>Pocilloporidae</code><definition>Pocilloporidae</definition></codeDefinition><codeDefinition><code>Other</code><definition>Coral family exclusive of Acroporidae, Poritidae or Pocilloporidae</definition></codeDefinition><codeDefinition><code>Unidentified</code><definition>Unspecified Scleractinian coral family inclusive of Acroporidae, Poritidae and Pocilloporidae</definition></codeDefinition>||||||
4001|2|1|nominal_year|nominal_year|Year|Year at end of tile deployment. Sep-Jan deployments span part of the previous year.|date|dateTime|YYYY|1 Year|||||||
4001|2|2|install_begin|install_begin|Install Begin Date|First tile installation day of period when tiles are installed on the reef.|date|dateTime|YYYY-MM-DD|1 Day|||||||
4001|2|3|install_end|install_end|Install End Date|Last tile installation day of period when tiles are installed on the reef.|date|dateTime|YYYY-MM-DD|1 Day|||||||
4001|2|4|collect_begin|collect_begin|Collect Begin Date|First tile collection day of period when tiles are retrieved from the reef.|date|dateTime|YYYY-MM-DD|1 Day|||||||
4001|2|5|collect_end|collect_end|Collect End Date|Last tile collection day of period when tiles are retrieved from the reef.|date|dateTime|YYYY-MM-DD|1 Day|||||||
4001|2|7|season|season|Season|Season of deployment; the part of the year. Actual months may vary.|string|nominalEnum|||<codeDefinition><code>jan-sep</code><definition>Installed around January and retrieved around September.</definition></codeDefinition><codeDefinition><code>sep-jan</code><definition>Installed around September and retrieved around January</definition></codeDefinition><codeDefinition><code>jan-apr</code><definition>Not expected to have data; tile lost to cyclone.</definition></codeDefinition><codeDefinition><code>apr-sep</code><definition>Re-deployment after cyclone.</definition></codeDefinition>||||||
4001|2|8|notes|notes|Notes|Notes of any anomaly conditions.|string|nominalText||||Plain text|||||
4002|1|2|obs_date|date|Date|Day of Observation; Moorea local date.|string|dateTime|YYYY-MM-DD|1 Day|||||||<missingValueCode><code>na</code><codeExplanation>Not available</codeExplanation></missingValueCode>
4002|1|3|site_habitat|location|Location|Location including site and habitat.|string|nominalEnum|||<codeDefinition><code>LTER 1 Fringing Reef</code><definition>LTER 1 Fringing Reef Coral Transect</definition></codeDefinition><codeDefinition><code>LTER 2 Fringing Reef</code><definition>LTER 2 Fringing Reef Coral Transect</definition></codeDefinition><codeDefinition><code>LTER 1 Outer 10 m</code><definition>LTER 1 Outer 10 m Coral Transect</definition></codeDefinition><codeDefinition><code>LTER 2 Outer 10 m</code><definition>LTER 2 Outer 10 m Coral Transect</definition></codeDefinition><codeDefinition><code>LTER 4 Outer 10 m</code><definition>LTER 4 Outer 10 m Coral Transect</definition></codeDefinition><codeDefinition><code>LTER 6 Outer 10 m</code><definition>LTER 6 Outer 10 m Coral Transect</definition></codeDefinition>||||||
4002|1|4|quadrat_juvenile|quadrat_juvenile|Quadrat|Identfier label of quadrat in juvenile survey.|string|nominalText||||An integer from 1 to 40 as text. Each transect has 40 quadrats.|||||
4002|1|5|quadrat_photo_survey|photo_location|PhotoQuadrat Location|Location name of equivalent quadrat in photo survey contains site, habitat, pole span and quadrat.|string|nominalText||||LTER # HABITAT Coral Transect Pole #-# Quadrat #|||||<missingValueCode><code>na</code><codeExplanation>Not available</codeExplanation></missingValueCode>
4002|1|6|photo_exists|photo_exists|Photo Exists|Whether this photoquadrat was taken that year and is in the catalog.|boolean|nominalEnum|||<codeDefinition><code>t</code><definition>True: This photo is in the catalog.</definition></codeDefinition><codeDefinition><code>f</code><definition>False: This photo was not taken, or is not in the catalog yet. (If more than a year past, it was not taken. Photos began in 2006.) Photos are in April so no photos for the August surveys.</definition></codeDefinition>||||||<missingValueCode><code>na</code><codeExplanation>Not available</codeExplanation></missingValueCode>
4002|1|7|genus|genus|Genus|Genus or alternate taxonomic identifier|string|nominalEnum|||<codeDefinition><code>Acanthastrea</code><definition>Acanthastrea</definition></codeDefinition><codeDefinition><code>Acropora</code><definition>Acropora</definition></codeDefinition><codeDefinition><code>Astreopora</code><definition>Astreopora</definition></codeDefinition><codeDefinition><code>Cyphastrea</code><definition>Cyphastrea</definition></codeDefinition><codeDefinition><code>Favia</code><definition>Favia</definition></codeDefinition><codeDefinition><code>Fungia</code><definition>Fungia</definition></codeDefinition><codeDefinition><code>Gardinoseris</code><definition>Gardinoseris</definition></codeDefinition><codeDefinition><code>Herpolitha</code><definition>Herpolitha</definition></codeDefinition><codeDefinition><code>Leptastrea</code><definition>Leptastrea</definition></codeDefinition><codeDefinition><code>Leptoseris</code><definition>Leptoseris</definition></codeDefinition><codeDefinition><code>Lobophyllia</code><definition>Lobophyllia</definition></codeDefinition><codeDefinition><code>Millepora</code><definition>Millepora</definition></codeDefinition><codeDefinition><code>Montastrea</code><definition>Montastrea</definition></codeDefinition><codeDefinition><code>Montipora</code><definition>Montipora</definition></codeDefinition><codeDefinition><code>Pachyseris</code><definition>Pachyseris</definition></codeDefinition><codeDefinition><code>Pavona</code><definition>Pavona</definition></codeDefinition><codeDefinition><code>Pocillopora</code><definition>Pocillopora</definition></codeDefinition><codeDefinition><code>Porites</code><definition>Porites</definition></codeDefinition><codeDefinition><code>Psammacora</code><definition>Psammacora</definition></codeDefinition><codeDefinition><code>Sandolitha</code><definition>Sandolitha</definition></codeDefinition><codeDefinition><code>Scleractinia unidentified</code><definition>Scleractinia unidentified</definition></codeDefinition><codeDefinition><code>Stylocoeniella</code><definition>Stylocoeniella</definition></codeDefinition><codeDefinition><code>Tubastrea</code><definition>Tubastrea</definition></codeDefinition>||||||
4002|1|9|diver|divers|Divers|Initials of SCUBA divers.|string|nominalEnum|||<codeDefinition><code>CC</code><definition>Caitlin Cameron</definition></codeDefinition><codeDefinition><code>HP+MEM</code><definition>Hollie Kerr+Mairead Maheigan; synonymous with HK+MEM</definition></codeDefinition><codeDefinition><code>HP+MRM</code><definition>Hollie Putnam+MRM; initials MRM unknown</definition></codeDefinition><codeDefinition><code>HP+NM+PJE</code><definition>Hollie Putnam+Nancy Muellehner+Pete Edmunds</definition></codeDefinition><codeDefinition><code>MCM+MEM</code><definition>Mike Murray+Mairead Maheigan</definition></codeDefinition><codeDefinition><code>NC</code><definition>Nick Colvard</definition></codeDefinition><codeDefinition><code>NM+HP</code><definition>Nancy Muellehner+Hollie Putnam</definition></codeDefinition><codeDefinition><code>PJE</code><definition>Peter Edmunds</definition></codeDefinition><codeDefinition><code>PJE+NM</code><definition>Peter Edmunds+Nancy Muellehner</definition></codeDefinition><codeDefinition><code>VM</code><definition>Vince Moriarty</definition></codeDefinition><codeDefinition><code>WG</code><definition>William Goldenheim</definition></codeDefinition><codeDefinition><code>LJ</code><definition>Lianne Jacobson</definition></codeDefinition><codeDefinition><code>DB</code><definition>Darren Brown</definition></codeDefinition><codeDefinition><code>SC</code><definition>Steeve Comeau</definition></codeDefinition><codeDefinition><code>NS</code><definition>Nathan Spindel</definition></codeDefinition><codeDefinition><code>JT</code><definition>Jesse Tootle</definition></codeDefinition>||||||<missingValueCode><code>na</code><codeExplanation>Not available</codeExplanation></missingValueCode><missingValueCode><code>UNK</code><codeExplanation>Diver name not recorded.</codeExplanation></missingValueCode>
4002|1|10|season|season|Season|Season as nominal month representing time of year of the survey. See codes definitions.|string|nominalEnum|||<codeDefinition><code>APR</code><definition>April or May, austral autumn, usual time of survey</definition></codeDefinition><codeDefinition><code>AUG</code><definition>August, austral late winter, few surveys at this time starting in 2011</definition></codeDefinition>||||||<missingValueCode><code>na</code><codeExplanation>Not available</codeExplanation></missingValueCode>
4003|1|1|year|nominal_year|Year|Year of survey|date|dateTime|YYYY|1 Year|||||||
4003|1|2|site|site|Site|Site code|string|nominalEnum|||<codeDefinition><code>LTER 1</code><definition>LTER 1 is on north shore</definition></codeDefinition><codeDefinition><code>LTER 2</code><definition>LTER 2 is on north shore</definition></codeDefinition><codeDefinition><code>LTER 3</code><definition>LTER 3 is on southeast shore</definition></codeDefinition><codeDefinition><code>LTER 4</code><definition>LTER 4 is on southeast shore</definition></codeDefinition><codeDefinition><code>LTER 5</code><definition>LTER 5 is on soutwest shore</definition></codeDefinition><codeDefinition><code>LTER 6</code><definition>LTER 6 is on southwest shore</definition></codeDefinition><codeDefinition><code>N1</code><definition>protected site on north shore</definition></codeDefinition><codeDefinition><code>N2</code><definition>North Shore, Rose Gardens, North 2 (N2)</definition></codeDefinition><codeDefinition><code>N3</code><definition>North Shore, Air Port, North 3 (N3)</definition></codeDefinition><codeDefinition><code>SE1</code><definition>Southeast Shore, South of Vaiare Pass, East 1 (SE1) same as "North of Motu-Ahi"</definition></codeDefinition><codeDefinition><code>SE2</code><definition>Southeast Shore, Tupapaurau, East 2 (SE2) same as "South of Passe Tupapaurau"</definition></codeDefinition><codeDefinition><code>SE3</code><definition>Southeast Shore, Terua Upu, East 3 (SE3) same as "South of Passe Teruaupu"</definition></codeDefinition><codeDefinition><code>SW1</code><definition>Southwest Shore, North Taotana, West 1 (SW1) same as "North of Passe Taota"</definition></codeDefinition><codeDefinition><code>SW2</code><definition>Southwest Shore, South Taotana, West 2 (SW2) same as "South of Passe Taota"</definition></codeDefinition><codeDefinition><code>SW3</code><definition>Southwest Shore, Avarapa, West 3 (SW3) same as "North of Passe Avarapa"</definition></codeDefinition>||||||
4003|1|4|photo_id|photo_id|Photo ID|Filename assigned by camera such as DSC_1234.|string|nominalText||||text|||||
4005|2|4|2.habitat|habitat|Habitat|Name of the habitat.|string|nominalEnum|||<codeDefinition><code>Fringing</code><definition>Fringing Reef</definition></codeDefinition><codeDefinition><code>Backreef</code><definition>Backreef at 2 m depth</definition></codeDefinition><codeDefinition><code>Outer 10</code><definition>Forereef at 10 m depth</definition></codeDefinition><codeDefinition><code>Outer 17</code><definition>Forereef at 17 m depth</definition></codeDefinition>||||||
4003|1|5|taxonomy|taxonomy|Taxonomy, Substrate or Functional Group|Either the Taxonomy of the observed Coral, or the Name of the observed Substrate or Functional Group.|varchar|nominalEnum|||<codeDefinition><code>Acanthastrea</code><definition>Acanthastrea</definition></codeDefinition><codeDefinition><code>Acropora</code><definition>Acropora</definition></codeDefinition><codeDefinition><code>Astreopora</code><definition>Astreopora</definition></codeDefinition><codeDefinition><code>Cyphastrea</code><definition>Cyphastrea</definition></codeDefinition><codeDefinition><code>Favia</code><definition>Favia</definition></codeDefinition><codeDefinition><code>Fungia</code><definition>Fungia</definition></codeDefinition><codeDefinition><code>Gardinoseris</code><definition>Gardinoseris</definition></codeDefinition><codeDefinition><code>Herpolitha</code><definition>Herpolitha</definition></codeDefinition><codeDefinition><code>Leptastrea</code><definition>Leptastrea</definition></codeDefinition><codeDefinition><code>Leptoseris</code><definition>Leptoseris</definition></codeDefinition><codeDefinition><code>Lobophyllia</code><definition>Lobophyllia</definition></codeDefinition><codeDefinition><code>Millepora</code><definition>Millepora</definition></codeDefinition><codeDefinition><code>Montastrea</code><definition>Montastrea</definition></codeDefinition><codeDefinition><code>Montipora</code><definition>Montipora</definition></codeDefinition><codeDefinition><code>Pachyseris</code><definition>Pachyseris</definition></codeDefinition><codeDefinition><code>Pavona</code><definition>Pavona</definition></codeDefinition><codeDefinition><code>Pocillopora</code><definition>Pocillopora</definition></codeDefinition><codeDefinition><code>Porites</code><definition>Porites</definition></codeDefinition><codeDefinition><code>Psammacora</code><definition>Psammacora</definition></codeDefinition><codeDefinition><code>Sandolitha</code><definition>Sandolitha</definition></codeDefinition><codeDefinition><code>Stylocoeniella</code><definition>Stylocoeniella</definition></codeDefinition><codeDefinition><code>Tubastrea</code><definition>Tubastrea</definition></codeDefinition><codeDefinition><code>other Scleractinia</code><definition>Scleractinia other than Acropora, Pocillopora, or Porities. Used in 2006 only.</definition></codeDefinition><codeDefinition><code>cca_bare_space</code><definition>Crustose coralline algae or bare space</definition></codeDefinition><codeDefinition><code>macroalgae</code><definition>macroalgae</definition></codeDefinition><codeDefinition><code>sand</code><definition>sand</definition></codeDefinition><codeDefinition><code>soft_coral</code><definition>soft coral</definition></codeDefinition><codeDefinition><code>turf</code><definition>turf algae</definition></codeDefinition>||||||
4003|2|1|year2|nominal_year|Year|Year of survey|date|dateTime|YYYY|1 Year|||||||
5001|1|6|1272560899959|Phylum|Phylum|Taxonomic phylum of observed organism|string|nominalText||||Animal Taxonomic Phyla|||||
